start,ERGO_ID,Gene,E/N,length,transposon_insertions,assertion_error,SP_ID,functional_role,blattner_id,ERGO,eri
240189,REC04378,yafV,N,256,"25, 67, 93, 126, 146, 175, 191, 203, 226, 246",,Q47679,Hypothetical protein yafV,b0219,UNC,0.75
240343,REC00213,ivy,N,157,"31, 98, 143",,P45502,Inhibitor of vertebrate lysozyme precursor,b0220,MSM,0.00
243339,REC04379,yafH,N,826,"18, 42, 118, 403, 431, 528, 583, 647",,Q47146,Hypothetical protein yafH,b0221,UNC,0.25
243543,REC00215,lpcA,N,192,"25, 49, 161",,P51001,Phosphoheptose isomerase (EC 5.-.-.-),b0222,CHM,0.38
244327,REC00216,yafJ,N,255,"69, 102",,Q47147,Hypothetical protein yafJ,b0223,UNC,0.25
245805,REC04380,yafK,N,246,"21, 52, 175, 229",,Q47148,Hypothetical protein yafK precursor,b0224,UNC,0.13
246239,REC04381,yafQ,?,92,1,,Q47149,Hypothetical protein yafQ,b0225,UNC,0.19
246502,REC04382,dinJ,N,86,"30, 31",,Q47150,DNA-damage-inducible protein J,b0226,UNC,0.06
246712,REC00220,yafL,N,249,"6, 30, 53, 106, 115, 165, 184, 203",,Q47151,Hypothetical lipoprotein yafL precursor,b0227,UNC,0.09
247637,REC00221,yafM,N,165,"61, 69, 136",,Q47152,Hypothetical protein yafM,b0228,UNC,0.16
250042,REC00223,mbhA,N,261,"105, 138, 150, 202, 204",,Q47154,MbhA protein,b0230,UNC,0.22
250097,REC04383,fhiA,N,579,"330, 439",,Q47153,FhiA protein,b0229,UNC,0.13
250898,REC00224,dinP,N,351,"45, 78, 236",,Q47155,DNA-damage-inducible protein P,b0231,UNC,0.59
252005,REC00225,yafN,N,97,"30, 31",,Q47156,Hypothetical protein yafN,b0232,UNC,0.00
252301,REC00226,yafO,N,132,"52, 53",,Q47157,Hypothetical protein yafO,b0233,UNC,0.00
252709,REC00227,yafP,N,150,"13, 122, 127, 141",,Q47158,Hypothetical acetyltransferase yafP (EC 2.3.1.-),b0234,UNC,0.25
253467,REC00228,ykfJ,N,88,"27, 46",,P75675,Hypothetical protein ykfJ,b0235,UNC,0.31
253702,REC00229,prfH,N,166,"31, 74, 150",,P28369,Peptide chain release factor homolog,b0236,UNC,0.09
255716,REC04384,pepD,N,485,"36, 59, 269, 277, 361, 442, 452",,P15288,Aminoacyl-histidine dipeptidase (EC 3.4.13.3),b0237,PMS,0.16
255977,REC00231,gpt,?,152,122,,P00501,Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22),b0238,NCM,0.22
256527,REC00232,yafA,N,414,"18, 79, 118, 215, 250, 296, 363, 372",,P04335,Hypothetical protein yafA,b0239,UNC,0.03
257829,REC00233,crl,N,133,"12, 88",,P24251,Curlin genes transcriptional activatory protein,b0240,RCD,0.03
259324,REC04385,phoE,N,351,"37, 38, 114, 202, 207, 294",,P02932,Outer membrane pore protein E precursor,b0241,SMC,0.00
259612,REC00235,proB,N,367,"253, 320",,P07005,Glutamate 5-kinase (EC 2.7.2.11),b0242,AAM,0.75
260727,REC00236,proA,N,417,"90, 103, 181, 214, 267, 282, 315",,P07004,Gamma-glutamyl phosphate reductase (EC 1.2.1.41),b0243,AAM,0.75
262893,REC04386,ykfI,E,113,-,< 0.2,P77692,Hypothetical protein ykfI,b0245,UNC,0.00
263231,REC04387,yafW,N,105,86,,Q47684,Hypothetical protein yafW,b0246,UNC,0.00
263956,REC06618,ykfG,N,158,"17, 52, 64, 86, 99, 101, 122",,Q47685,Putative radC-like protein ykfG,b0247,UNC,0.00
264430,REC04388,yafX,N,152,"24, 59, 152",,P75676,Hypothetical protein yafX,b0248,UNC,0.03
264767,REC04389,ykfF,N,79,34,,P75677,Hypothetical protein ykfF,b0249,UNC,0.00
265311,REC04390,ykfB,N,155,"54, 145",,P77162,Hypothetical protein ykfB precursor,b0250,UNC,0.00
266191,REC04391,yafY,N,285,16,,P77365,Hypothetical transcriptional regulator yafY,b0251,UNC,0.03
267244,REC04392,yafZ,N,278,"1, 57, 65, 69, 84, 236",,P77206,Hypothetical protein yafZ,b0252,UNC,0.03
268187,REC04393,ykfA,N,288,"6, 10, 44, 75, 87, 135, 178",,P75678,Hypothetical protein ykfA,b0253,UNC,0.00
269406,REC04394,perR,N,297,"63, 107, 162, 249",,Q57083,Peroxide resistance protein perR,b0254,RCD,0.06
269466,REC00246,insN1,N,134,"16, 53",,P75679,Transposase insN for insertion sequence element IS911A,b0255,PHT,0.56
269827,REC00247,insI1,N,383,"47, 179, 202, 217, 238, 250, 280, 281, 301, 306, 327, 351, 361",,P37246,Transposase insI for insertion sequence element IS30B/C/D,b0256,PHT,0.22
271054,REC00248,,N,141,"13, 26, 64, 74, 118, 120",,P75680,FROM BASES 263572 TO 274477 (SECTION 23 OF 400) OF THE COMPLETE GENOME,b0257,UNC,0.56
272086,REC00249,ykfC,N,376,"45, 61, 133, 138",,Q47688,Hypothetical protein ykfC,b0258,UNC,0.19
274341,REC06619,,N,338,"11, 32, 75, 116, 141, 187",,P03837,Transposase insH for insertion sequence element IS5,b0259,PHT,0.34
274525,REC00251,mmuP,N,475,"39, 63, 107, 114, 144, 171, 173, 240, 284, 366, 421, 459",,Q47689,Probable S-methylmethionine permease,b0260,UNC,0.13
275939,REC00252,mmuM,N,310,"65, 80",,Q47690,Homocysteine S-methyltransferase (EC 2.1.1.10),b0261,AAM,0.16
278038,REC04396,afuC,N,352,"136, 175, 176, 223, 319",,P37009,Putative ferric transport ATP-binding protein afuC,b0262,UNC,0.16
278400,REC04397,afuB,N,120,"35, 62, 83, 110",,P75681,Putative ferric transport system permease protein afuB,b0263,UNC,0.47
278905,REC04398,,N,167,89,,Q47302,Insertion element IS1 2/3 protein insB,b0264,PHT,0.00
279099,REC04399,,E,91,-,0.31,P03827,Insertion element IS1 1/2/3/5/6 protein insA,b0265,PHT,0.00
279592,REC06782,,N,114,"14, 96",,Q57247,HYPOTHETICAL 12.9 kDa PROTEIN,,UNC,0.56
279986,REC04400,yagB,N,125,"35, 69, 95",,P37008,Hypothetical protein yagB,b0266,UNC,0.00
281207,REC04401,yagA,N,384,"4, 33, 79, 110, 150, 348",,P37007,Hypothetical protein yagA,b0267,UNC,0.56
281481,REC00259,yagE,N,309,"148, 168, 235",,P75682,Hypothetical protein yagE,b0268,UNC,0.84
282425,REC00260,yagF,N,655,"2, 90, 177, 199, 559, 598, 620, 635",,P77596,Hypothetical protein yagF,b0269,UNC,0.78
284619,REC00261,yagG,E,460,5,< 0.01,P75683,Hypothetical symporter yagG,b0270,UNC,0.00
286013,REC00262,yagH,E,536,"223, 532",< 0.001,P77713,Putative beta-xylosidase (EC 3.2.1.37),b0271,UNC,0.13
288386,REC04402,yagI,N,252,"19, 77, 196, 208, 227",,P77300,Hypothetical transcriptional regulator yagI,b0272,UNC,0.38
289529,REC04403,argF,N,334,"3, 187, 258",,P06960,Ornithine carbamoyltransferase chain F (EC 2.1.3.3),b0273,AAM,0.84
290376,REC06620,insB3,N,167,126,,Q47302,Insertion element IS1 2/3 protein insB,b0274,PHT,0.00
290570,REC06621,,X,91,-,,P03827,Insertion element IS1 1/2/3/5/6 protein insA,b0275,PHT,0.00
290724,REC00267,yagJ,N,243,"140, 168, 233, 235",,P77169,Hypothetical protein yagJ,b0276,UNC,0.00
292172,REC04406,yagK,N,208,"50, 74, 113, 140, 156",,P77657,Hypothetical protein yagK,b0277,UNC,0.03
293142,REC04407,yagL,N,232,"41, 85, 134, 224",,P77607,Hypothetical protein yagL,b0278,UNC,0.00
294023,REC06622,yagM,N,284,"18, 191",,P71296,Hypothetical protein yagM,b0279,UNC,0.00
294803,REC06623,yagN,N,146,"24, 106, 115",,P71297,Hypothetical protein yagN,b0280,UNC,0.00
296320,REC06624,intF,N,466,"91, 151, 228, 308, 387",,P71298,Putative prophage CP4-6 integrase,b0281,UNC,0.00
297015,REC04408,yagP,N,136,74,,P75684,Hypothetical protein yagP,b0282,UNC,0.72
297950,REC04409,yagQ,N,318,"83, 248",,P77183,Hypothetical protein yagQ,b0283,UNC,0.13
300158,REC04410,yagR,N,732,"174, 266, 341, 412, 448, 539, 656, 670, 680, 708",,P77489,"Putative xanthine dehydrogenase yagR, molybdenum binding subunit (EC 1.1.1.204)",b0284,UNC,0.22
301111,REC04411,yagS,E,318,-,< 0.01,P77324,"Putative xanthine dehydrogenase yagS, FAD binding subunit (EC 1.1.1.204)",b0285,UNC,0.16
301797,REC04412,yagT,N,229,"20, 47, 61, 78, 102",,P77165,Putative xanthine dehydrogenase yagT iron-sulfur binding subunit,b0286,UNC,0.19
302215,REC00275,yagU,N,204,"2, 23, 46, 103, 114, 139, 174, 185",,P77262,Hypothetical protein yagU,b0287,UNC,0.06
303406,REC06625,ykgJ,?,109,104,,P71300,Hypothetical protein ykgJ,b0288,UNC,0.13
304474,REC04413,yagV,E,251,228,< 0.05,P77263,Hypothetical protein yagV precursor,b0289,UNC,0.00
306041,REC04414,yagW,N,547,"2, 46, 82, 125, 189, 304, 325, 368, 426",,P77694,Hypothetical protein yagW,b0290,UNC,0.00
308556,REC04415,yagX,N,841,"158, 172, 362, 428, 505, 555, 610, 722, 733, 748, 841",,P77802,Hypothetical protein yagX precursor,b0291,UNC,0.00
309250,REC04416,yagY,N,222,"53, 134",,P77188,Hypothetical protein yagY precursor,b0292,UNC,0.00
309895,REC04417,yagZ,N,195,"2, 10, 81, 117, 145",,P77264,Hypothetical protein yagZ precursor,b0293,UNC,0.00
310560,REC06626,ykgK,N,196,"144, 177",,P71301,Hypothetical protein ykgK,b0294,UNC,0.00
311336,REC06627,ykgL,?,75,-,,P56257,Hypothetical protein ykgL,b0295,UNC,0.00
312001,REC06628,rpmE2,?,87,-,,P71302,50S ribosomal protein L31 type B,b0296,PMS,0.41
313581,REC00281,eaeH,N,295,"35, 68, 195, 250",,P36943,Attaching and effacing protein homolog precursor,b0297,UNC,0.00
314506,REC06629,insE1,E,102,-,< 0.3,P77681,Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB,b0298,PHT,0.56
314811,REC06630,insF1,N,288,"99, 287",,P05822,Transposase insF for insertion sequence IS3A/B/C/D/E/fA,b0299,PHT,0.56
316393,REC04418,ykgA,X,239,-,,P77601,Hypothetical transcriptional regulator ykgA,b0300,UNC,0.22
317526,REC00286,,X,89,-,,P75686,FROM BASES 311709 TO 323910 (SECTION 27 OF 400) OF THE COMPLETE GENOME,b0302,UNC,0.00
317552,REC04419,ykgB,X,200,-,,P75685,Hypothetical protein ykgB,b0301,UNC,0.06
319252,REC04421,ykgC,N,450,"22, 81, 103, 106, 136, 157, 183, 223",,P77212,Probable pyridine nucleotide-disulfide oxidoreductase ykgC,b0304,UNC,0.38
319451,REC00289,ykgD,N,284,"16, 31, 173, 195, 246, 280",,P77379,Hypothetical transcriptional regulator ykgD,b0305,UNC,0.34
320832,REC00290,ykgE,N,239,"13, 18, 145",,P77252,Hypothetical protein ykgE,b0306,UNC,0.19
321562,REC00291,ykgF,N,475,"148, 152, 252, 301, 362",,P77536,Putative electron transport protein ykgF,b0307,UNC,0.22
322829,REC00292,ykgG,N,282,"154, 176, 184, 224",,P77433,Hypothetical protein ykgG,b0308,UNC,0.19
324588,REC04423,ykgH,N,222,129,,P77180,Hypothetical protein ykgH,b0310,UNC,0.00
326471,REC04424,betA,N,556,"11, 20, 202, 339, 540",,P17444,Choline dehydrogenase (EC 1.1.99.1),b0311,AAM,0.31
327957,REC04425,betB,N,490,"263, 356, 403",,P17445,Betaine aldehyde dehydrogenase (EC 1.2.1.8),b0312,AAM,0.31
328558,REC04426,betI,N,195,"57, 107",,P17446,Regulatory protein betI,b0313,RCD,0.19
328687,REC00298,betT,N,677,"105, 140, 157, 216, 347, 515, 523, 588, 648",,P17447,High-affinity choline transport protein,b0314,MTR,0.31
331595,REC00299,yahA,N,362,"41, 114, 131, 141, 164, 181, 262, 274, 285, 299",,P21514,Hypothetical protein yahA,b0315,UNC,0.31
333657,REC04427,yahB,N,310,"9, 59, 155, 285",,P77700,Hypothetical transcriptional regulator yahB,b0316,UNC,0.06
334246,REC04428,yahC,N,165,"9, 119",,P77219,Hypothetical protein yahC,b0317,UNC,0.00
334504,REC00302,yahD,N,201,"19, 43, 120, 132, 149, 186",,P77736,Hypothetical ANK-repeats protein yahD,b0318,UNC,0.44
335149,REC00303,yahE,N,287,"11, 84, 181, 192",,P77297,Hypothetical protein yahE,b0319,UNC,0.00
336002,REC00304,yahF,E,515,"21, 21",< 0.0001,P77187,Hypothetical protein yahF,b0320,UNC,0.69
337549,REC00305,yahG,N,472,"17, 253, 271, 431, 455",,P77221,Hypothetical protein yahG,b0321,UNC,0.00
338993,REC00306,yahH,E,106,-,< 0.3,P75690,Hypothetical protein yahH,b0322,UNC,0.00
339389,REC00307,yahI,N,316,"101, 208",,P77624,Carbamate kinase-like protein yahI,b0323,UNC,0.25
340349,REC00308,yahJ,N,460,"36, 95, 278",,P77554,Hypothetical protein yahJ,b0324,UNC,0.09
342108,REC00309,yahK,N,349,"3, 35, 113, 220, 316",,P75691,Hypothetical zinc-type alcohol dehydrogenase-like protein yahK,b0325,UNC,0.31
343400,REC00310,yahL,N,271,"30, 117, 160, 262",,P77393,Hypothetical protein yahL,b0326,UNC,0.00
344598,REC00311,yahM,N,91,"30, 60",,P75692,Hypothetical protein yahM,b0327,UNC,0.00
345561,REC04429,yahN,N,223,"11, 21, 69, 147, 155, 222",,P75693,Hypothetical protein yahN,b0328,UNC,0.31
345708,REC00313,yahO,N,91,20,,P75694,Hypothetical protein yahO precursor,b0329,UNC,0.00
347667,REC04430,prpR,N,528,"82, 89, 114, 151, 244, 404",,P77743,Propionate catabolism operon regulatory protein,b0330,RCD,0.59
347906,REC00315,prpB,N,296,"40, 45, 82, 123, 199, 282",,P77541,Probable methylisocitrate lyase (EC 4.1.3.30),b0331,UNC,0.41
349188,REC04431,,N,148,"124, 146",,O65941,Hypothetical protein b0332,b0332,UNC,0.00
349236,REC00317,prpC,N,389,"172, 259, 352",,P31660,2-methylcitrate synthase (EC 4.1.3.31),b0333,CHM,0.41
350439,REC00318,prpD,N,483,"68, 96, 127, 211, 303, 447",,P77243,2-methylcitrate dehydratase (EC 4.2.1.79),b0334,CHM,0.16
351930,REC00319,prpE,N,628,"44, 50, 357, 499, 606",,P77495,Propionate--CoA ligase (EC 6.2.1.17),b0335,CHM,0.19
354146,REC00320,codB,N,419,"105, 120, 269, 304, 378",,P25525,Cytosine permease,b0336,MTR,0.09
355395,REC00321,codA,N,427,"225, 372",,P25524,Cytosine deaminase (EC 3.5.4.1),b0337,NCM,0.22
357914,REC04432,cynR,N,299,"43, 115, 132, 155, 213",,P27111,Cyn operon transcriptional activator,b0338,RCD,0.31
358023,REC00323,cynT,N,219,"60, 149, 158",,P17582,Carbonic anhydrase (EC 4.2.1.1),b0339,MSM,0.66
358713,REC00324,cynS,E,156,-,< 0.2,P00816,Cyanate hydratase (EC 4.2.1.104),b0340,MSM,0.16
359216,REC00325,cynX,N,384,"221, 283",,P17583,Cyanate transport protein cynX,b0341,MTR,0.03
361084,REC04433,lacA,N,203,"5, 20, 24, 38, 67, 89, 200",,P07464,Galactoside O-acetyltransferase (EC 2.3.1.18),b0342,CHM,0.44
362403,REC04434,lacY,N,417,"20, 64, 123, 184, 204, 227, 250, 273, 293, 307, 341, 378, 393, 404",,P02920,Lactose permease,b0343,MTR,0.03
365529,REC04435,lacZ,N,1024,"10, 162, 214, 237, 295, 315, 396, 420, 461, 863, 886, 1014, 1020",,P00722,Beta-galactosidase (EC 3.2.1.23),b0344,CHM,0.09
366734,REC04436,lacI,N,360,"132, 138",,P03023,Lactose operon repressor,b0345,RCD,0.00
367758,REC04437,mhpR,N,315,"211, 276",,P77569,Mhp operon transcriptional activator,b0346,RCD,0.03
367835,REC00331,mhpA,N,554,"5, 23, 35, 132, 159, 236, 301, 302, 358, 424",,P77397,3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-),b0347,MSM,0.34
369501,REC00332,mhpB,N,314,"53, 131, 250, 290, 312",,P54711,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)",b0348,MSM,0.00
370400,REC00333,mhpC,N,309,"13, 221, 233",,P77044,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (EC 3.7.1.-)",b0349,MSM,0.16
371333,REC00334,mhpD,N,271,"37, 90, 138, 186, 222",,P77608,2-keto-4-pentenoate hydratase (EC 4.2.1.-),b0350,MSM,0.19
372145,REC00335,mhpF,N,316,"40, 123, 139, 177, 226, 244",,P77580,Acetaldehyde dehydrogenase (EC 1.2.1.10),b0351,CHM,0.06
373092,REC00336,mhpE,N,337,"45, 212",,P51020,4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-),b0352,MSM,0.06
374638,REC00337,mhpT,N,418,-,,P77589,Putative 3-hydroxyphenylpropionic acid transporter,b0353,UNC,0.13
375879,REC00338,yaiL,N,218,-,,P51024,Hypothetical protein yaiL,b0354,UNC,0.06
377592,REC04438,yaiM,N,277,-,,P51025,Hypothetical protein yaiM,b0355,UNC,0.16
378795,REC04439,adhC,N,369,"61, 84, 181, 230",,P25437,Alcohol dehydrogenase class III (EC 1.1.1.1) (EC 1.2.1.1),b0356,CHM,0.59
379126,REC04440,yaiN,E,98,-,< 0.3,P55756,Hypothetical protein yaiN,b0357,UNC,0.00
380066,REC04441,yaiO,N,257,"17, 60, 126, 129, 194, 246",,Q47534,Hypothetical protein yaiO,b0358,UNC,0.00
380511,REC04442,,?,147,-,,P75697,FROM BASES 379180 TO 389460 (SECTION 33 OF 400) OF THE COMPLETE GENOME,b0359,UNC,0.03
380530,REC06641,insC6,N,136,"20, 20",,P19776,Transposase insC for insertion element IS2A/D/F/H/I/K,b4272,PHT,0.56
380898,REC06642,insD6,X,301,-,,P19777,Transposase insD for insertion element IS2A/D/F/H/I/K,b4273,PHT,0.56
382114,REC04443,,X,128,-,,P75698,FROM BASES 379180 TO 389460 (SECTION 33 OF 400) OF THE COMPLETE GENOME,b0362,UNC,0.00
383159,REC04444,yaiP,X,398,-,,Q47536,Hypothetical protein yaiP,b0363,UNC,0.00
383693,REC04445,yaiS,E,136,-,< 0.3,P71311,Hypothetical protein yaiS,b0364,UNC,0.00
384399,REC00349,tauA,N,339,"226, 318",,Q47537,Taurine-binding periplasmic protein precursor,b0365,MTR,0.28
385431,REC00350,tauB,N,255,102,,Q47538,Taurine transport ATP-binding protein tauB,b0366,MTR,0.69
386195,REC00351,tauC,N,275,"41, 150",,Q47539,Taurine transport system permease protein tauC,b0367,MTR,0.41
387019,REC00352,tauD,N,283,"38, 158, 208",,P37610,Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17),b0368,AAM,0.13
388984,REC04446,hemB,E,335,-,< 0.05,P15002,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),b0369,NCM,0.78
389390,REC04447,,N,89,34,,P77362,FROM BASES 379180 TO 389460 (SECTION 33 OF 400) OF THE COMPLETE GENOME,b0370,UNC,0.00
389475,REC00355,yaiT,N,486,"46, 72, 151, 167, 241, 268, 430",,P77199,Hypothetical protein yaiT precursor,b0371,UNC,0.00
391829,REC06643,insF5,N,288,43,,P05822,Transposase insF for insertion sequence IS3A/B/C/D/E/fA,b2089,PHT,0.56
392134,REC06644,insE5,E,102,-,< 0.3,P77681,Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB,b2088,PHT,0.56
392239,REC00358,yaiU,N,467,"14, 31, 87, 110, 164, 224, 272, 273, 390, 454",,P75700,Hypothetical protein yaiU,b0374,UNC,0.00
393685,REC00359,yaiV,N,222,"15, 221",,P77723,Hypothetical protein yaiV,b0375,UNC,0.00
395511,REC04450,ampH,N,385,"31, 50, 77, 273",,P46127,Penicillin-binding protein ampH,b0376,PMS,0.28
395863,REC00361,sbmA,N,406,"51, 106, 129, 171, 175, 246, 320, 390",,P24212,SbmA protein,b0377,UNC,0.16
397096,REC00362,yaiW,N,364,"29, 329",,P77562,Hypothetical protein yaiW,b0378,UNC,0.03
398557,REC04451,yaiY,E,102,72,< 0.3,P77669,Hypothetical protein yaiY,b0379,UNC,0.00
398685,REC00364,yaiZ,N,114,45,,P77273,Hypothetical protein yaiZ,b0380,UNC,0.00
400147,REC04452,ddlA,N,364,"117, 214, 242, 329, 339",,P23844,D-alanine--D-alanine ligase A (EC 6.3.2.4),b0381,LPC,0.91
400610,REC00366,yaiB,?,86,82,,P21831,Hypothetical protein yaiB,b0382,UNC,0.00
400902,REC00367,phoA,N,494,"1, 109, 378, 421",,P00634,Alkaline phosphatase precursor (EC 3.1.3.1),b0383,MSM,0.28
402487,REC00368,psiF,N,112,"56, 88",,P27295,Phosphate starvation-inducible protein psiF precursor,b0384,UNC,0.03
402927,REC00369,yaiC,N,371,"77, 131, 176",,P21830,Hypothetical protein yaiC,b0385,UNC,0.13
404868,REC00371,yaiI,N,192,101,< 0.05,P52088,Hypothetical protein yaiI,b0387,UNC,0.38
404868,REC04453,proC,E,269,77,,P00373,Pyrroline-5-carboxylate reductase (EC 1.5.1.2),b0386,AAM,0.81
405629,REC00372,aroL,N,174,"9, 51, 92, 174",,P08329,Shikimate kinase II (EC 2.7.1.71),b0388,AAM,0.81
406203,REC00373,yaiA,N,63,33,,P08366,Hypothetical protein yaiA,b0389,UNC,0.81
406652,REC00374,aroM,N,225,"12, 136",,P08403,AroM protein,b0390,UNC,0.00
407401,REC00375,yaiE,N,94,44,,P36768,Hypothetical protein yaiE,b0391,UNC,0.09
407893,REC00376,ykiA,N,93,"37, 69",,P75704,Hypothetical protein ykiA,b0392,UNC,0.00
409230,REC00378,yajF,N,348,"2, 49, 71, 89, 113",,P23917,Hypothetical protein yajF,b0394,UNC,0.19
409243,REC04454,rdgC,N,303,"4, 29, 48, 98",,P36767,Recombination associated protein rdgC,b0393,UNC,0.19
410255,REC00379,,?,80,-,,P77351,FROM BASES 400349 TO 411796 (SECTION 35 OF 400) OF THE COMPLETE GENOME,b0395,UNC,0.00
411705,REC04455,araJ,N,394,"199, 215, 324, 366",,P23910,Protein araJ precursor,b0396,UNC,0.00
414977,REC04456,sbcC,N,1048,"204, 278, 289, 376, 442, 487, 518, 522, 579, 758, 808, 878",,P13458,Exonuclease sbcC,b0397,NAM,0.31
416176,REC04457,sbcD,N,400,"74, 85, 124, 327",,P13457,Nuclease sbcCD subunit D,b0398,NAM,0.41
416366,REC00383,phoB,N,229,"5, 44, 81, 115, 134, 178, 217",,P08402,Phosphate regulon transcriptional regulatory protein phoB,b0399,RCD,0.75
417113,REC00384,phoR,N,431,"63, 117, 275, 292",,P08400,Phosphate regulon sensor protein phoR (EC 2.7.3.-),b0400,MSM,0.69
418815,REC00385,brnQ,N,439,"96, 165, 252, 268, 321, 363, 426",,P37011,Branched-chain amino acid transport system II carrier protein,b0401,MTR,0.34
420210,REC00386,proY,N,457,"41, 152, 158, 227, 295, 345, 413",,P77327,Proline-specific permease proY,b0402,MTR,0.09
421739,REC00387,malZ,N,605,"86, 248, 304, 323, 347, 351, 460, 477, 507, 542, 594",,P21517,Maltodextrin glucosidase (EC 3.2.1.20),b0403,CHM,0.28
424142,REC04458,yajB,N,193,"8, 54, 156",,P21515,Hypothetical protein yajB,b0404,UNC,0.06
424235,REC00389,queA,N,356,256,,P21516,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-),b0405,NAM,0.84
425361,REC00390,tgt,N,375,"218, 300, 332",,P19675,Queuine tRNA-ribosyltransferase (EC 2.4.2.29),b0406,NAM,0.91
426511,REC00391,yajC,?,110,-,,P19677,Hypothetical protein yajC,b0407,UNC,0.78
426871,REC00392,secD,E,615,-,< 0.0001,P19673,Protein-export membrane protein secD,b0408,PMS,0.88
428729,REC00393,secF,E,323,-,< 0.05,P19674,Protein-export membrane protein secF,b0409,PMS,0.75
429829,REC00394,yajD,N,115,"35, 101",,P19678,Hypothetical protein yajD,b0410,UNC,0.00
431237,REC04459,tsx,N,294,"18, 69, 163, 224, 243, 269, 288",,P22786,Nucleoside-specific channel-forming protein tsx precursor,b0411,MTR,0.03
432135,REC04460,yajI,N,199,"44, 55",,P46122,Hypothetical lipoprotein yajI precursor,b0412,UNC,0.00
432226,REC00397,ybaD,?,149,19,,P25538,Hypothetical protein ybaD,b0413,UNC,0.72
432679,REC00398,ribD,E,367,-,< 0.001,P25539,Riboflavin biosynthesis protein ribD,b0414,NCM,0.84
433871,REC00399,ribH,E,156,-,< 0.1,P25540,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)",b0415,NCM,0.84
434361,REC00400,nusB,E,139,-,< 0.1,P04381,N utilization substance protein B,b0416,RCD,0.88
434858,REC00401,thiL,E,325,-,< 0.01,P77785,Thiamine-monophosphate kinase (EC 2.7.4.16),b0417,NCM,0.47
435813,REC00402,pgpA,E,172,-,< 0.2,P18200,Phosphatidylglycerophosphatase A (EC 3.1.3.27),b0418,LPC,0.31
437431,REC04461,yajO,N,348,"170, 175, 237, 280, 299, 303",,P77735,Hypothetical oxidoreductase yajO (EC 1.-.-.-),b0419,UNC,0.41
439401,REC04462,dxs,E,620,-,< 0.0001,P77488,1-deoxy-D-xylulose 5-phosphate synthase (EC 4.1.3.37),b0420,NCM,0.88
440325,REC04463,ispA,E,299,-,< 0.05,P22939,Geranyltranstransferase (EC 2.5.1.10),b0421,LPC,0.84
440567,REC04464,xseB,?,80,-,,P22938,Exodeoxyribonuclease VII small subunit (EC 3.1.11.6),b0422,NAM,0.16
440773,REC00407,thiI,N,482,"245, 325",,P77718,Thiamine biosynthesis protein thiI,b0423,NCM,0.34
442871,REC04465,thiJ,N,198,133,,Q46948,4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme,b0424,NCM,0.22
443739,REC04466,panE,N,303,"4, 24, 48, 84, 88, 156, 170",,P77728,2-dehydropantoate 2-reductase (EC 1.1.1.169),b0425,NCM,0.38
443889,REC00410,yajQ,N,169,30,,P77482,Protein yajQ,b0426,UNC,0.25
445896,REC04467,yajR,N,456,"78, 129, 407",,P77726,Hypothetical transport protein yajR,b0427,UNC,0.66
446929,REC04468,cyoE,N,296,"6, 96, 193, 276",,P18404,Protoheme IX farnesyltransferase (EC 2.5.1.-),b0428,NCM,0.59
447270,REC04469,cyoD,E,109,-,< 0.3,P18403,Cytochrome O ubiquinol oxidase protein cyoD,b0429,BEN,0.28
447884,REC04470,cyoC,N,204,128,,P18402,Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-),b0430,BEN,0.56
449865,REC04471,cyoB,N,663,"67, 99, 308, 381, 483, 487, 545, 615",,P18401,Ubiquinol oxidase polypeptide I (EC 1.10.3.-),b0431,BEN,0.56
450834,REC04472,cyoA,N,315,"17, 22, 66, 68, 128, 239, 271",,P18400,Ubiquinol oxidase polypeptide II precursor (EC 1.10.3.-),b0432,BEN,0.44
